gpsfilename;frame;lat;lon;frame_del;min;max;thickness
_272_ 15.04.2016 9_25_44.gps;28575;51.88882667;105.571325;28575;3.22;11.55;74
_272_ 15.04.2016 9_25_44.gps;28620;51.88874167;105.571165;28620;3.22;12.27;81
_272_ 15.04.2016 9_25_44.gps;28707;51.88865667;105.571005;28707;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;28755;51.888575;105.5708433;28755;3.22;11.94;78
_272_ 15.04.2016 9_25_44.gps;28799;51.88849333;105.57068;28799;3.16;11.61;76
_272_ 15.04.2016 9_25_44.gps;28846;51.88841167;105.5705133;28846;3.22;11.66;75
_272_ 15.04.2016 9_25_44.gps;28890;51.88833167;105.5703467;28890;3.22;10.33;63
_272_ 15.04.2016 9_25_44.gps;28983;51.88825167;105.5701783;28983;3.22;11.38;73
_272_ 15.04.2016 9_25_44.gps;29031;51.88817167;105.5700117;29031;3.16;12.05;80
_272_ 15.04.2016 9_25_44.gps;29075;51.88809167;105.5698433;29075;3.22;11.83;77
_272_ 15.04.2016 9_25_44.gps;29121;51.88801167;105.569675;29121;3.22;9.61;57
_272_ 15.04.2016 9_25_44.gps;29166;51.88793167;105.569505;29166;3.22;11.38;73
_272_ 15.04.2016 9_25_44.gps;29257;51.88785167;105.5693333;29257;3.22;10.77;67
_272_ 15.04.2016 9_25_44.gps;29304;51.88777167;105.5691617;29304;3.22;11.55;74
_272_ 15.04.2016 9_25_44.gps;29349;51.88769167;105.56899;29349;3.22;11.22;72
_272_ 15.04.2016 9_25_44.gps;29396;51.88761333;105.56882;29396;3.22;11.61;75
_272_ 15.04.2016 9_25_44.gps;29445;51.88753333;105.56865;29445;3.22;12.33;81
_272_ 15.04.2016 9_25_44.gps;29539;51.88745333;105.5684783;29539;3.16;11.94;79
_272_ 15.04.2016 9_25_44.gps;29585;51.88737333;105.568305;29585;3.22;12.11;80
_272_ 15.04.2016 9_25_44.gps;29630;51.88729167;105.5681317;29630;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;29677;51.88721333;105.5679567;29677;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;29733;51.88713333;105.5677817;29733;3.22;11.66;75
_272_ 15.04.2016 9_25_44.gps;29819;51.887055;105.5676033;29819;3.22;12.05;79
_272_ 15.04.2016 9_25_44.gps;29865;51.88697667;105.567425;29865;3.22;11.83;77
_272_ 15.04.2016 9_25_44.gps;29912;51.88689833;105.5672433;29912;3.16;11.94;79
_272_ 15.04.2016 9_25_44.gps;29958;51.88682;105.5670633;29958;3.22;12;79
_272_ 15.04.2016 9_25_44.gps;30005;51.88674333;105.56688;30005;3.22;12.05;79
_272_ 15.04.2016 9_25_44.gps;30095;51.88666667;105.5666983;30095;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;30142;51.88659;105.5665167;30142;3.22;12;79
_272_ 15.04.2016 9_25_44.gps;30189;51.88651333;105.56633;30189;3.22;11.83;77
_272_ 15.04.2016 9_25_44.gps;30235;51.88643667;105.5661467;30235;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;30287;51.88636167;105.56596;30287;3.22;11.94;78
_272_ 15.04.2016 9_25_44.gps;30378;51.886285;105.5657733;30378;3.22;11.72;76
_272_ 15.04.2016 9_25_44.gps;30424;51.88620833;105.5655883;30424;3.16;12;79
_272_ 15.04.2016 9_25_44.gps;30471;51.88613167;105.565405;30471;3.16;12.33;82
_272_ 15.04.2016 9_25_44.gps;30517;51.88605333;105.56522;30517;3.22;12.16;80
_272_ 15.04.2016 9_25_44.gps;30565;51.885975;105.5650383;30565;3.22;12.27;81
_272_ 15.04.2016 9_25_44.gps;30654;51.885895;105.5648567;30654;3.22;11.94;78
_272_ 15.04.2016 9_25_44.gps;30697;51.885815;105.5646733;30697;3.22;11.27;72
_272_ 15.04.2016 9_25_44.gps;30744;51.885735;105.56449;30744;3.22;11.83;77
_272_ 15.04.2016 9_25_44.gps;30791;51.885655;105.564305;30791;3.22;11.72;76
_272_ 15.04.2016 9_25_44.gps;30844;51.885575;105.5641233;30844;3.22;11.72;76
_272_ 15.04.2016 9_25_44.gps;30937;51.88549667;105.5639417;30937;3.16;11.66;76
_272_ 15.04.2016 9_25_44.gps;30982;51.885415;105.5637583;30982;3.16;11.77;77
_272_ 15.04.2016 9_25_44.gps;31026;51.88533333;105.563575;31026;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;31073;51.88525333;105.56339;31073;3.22;11.44;73
_272_ 15.04.2016 9_25_44.gps;31124;51.88517333;105.5632033;31124;3.27;11.66;75
_272_ 15.04.2016 9_25_44.gps;31216;51.88509333;105.5630183;31216;3.22;11.38;73
_272_ 15.04.2016 9_25_44.gps;31261;51.88501333;105.562835;31261;3.22;11.38;73
_272_ 15.04.2016 9_25_44.gps;31310;51.88493;105.5626517;31310;3.22;11.66;75
_272_ 15.04.2016 9_25_44.gps;31356;51.88484833;105.5624667;31356;3.22;11.61;75
_272_ 15.04.2016 9_25_44.gps;31406;51.884765;105.5622817;31406;3.22;11.22;72
_272_ 15.04.2016 9_25_44.gps;31497;51.88468333;105.5620983;31497;3.22;11.16;71
_272_ 15.04.2016 9_25_44.gps;31544;51.8846;105.5619133;31544;3.22;11.22;72
_272_ 15.04.2016 9_25_44.gps;31591;51.88451833;105.5617283;31591;3.22;10.33;63
_272_ 15.04.2016 9_25_44.gps;31637;51.88443333;105.561545;31637;3.16;11.27;72
_272_ 15.04.2016 9_25_44.gps;31688;51.88434667;105.5613617;31688;3.22;11.83;77
_272_ 15.04.2016 9_25_44.gps;31780;51.88426167;105.56118;31780;3.16;11.55;75
_272_ 15.04.2016 9_25_44.gps;31827;51.884175;105.5609983;31827;3.22;11.05;70
_272_ 15.04.2016 9_25_44.gps;31871;51.88408833;105.5608167;31871;3.22;11.61;75
_272_ 15.04.2016 9_25_44.gps;31918;51.884;105.560635;31918;3.22;12.11;80
_272_ 15.04.2016 9_25_44.gps;31967;51.88391333;105.560455;31967;3.22;11.27;72
_272_ 15.04.2016 9_25_44.gps;32056;51.883825;105.560275;32056;3.22;11.83;77
_272_ 15.04.2016 9_25_44.gps;32103;51.88373667;105.5600967;32103;3.22;12.22;81
_272_ 15.04.2016 9_25_44.gps;32152;51.88364833;105.55992;32152;3.22;11.83;77
_272_ 15.04.2016 9_25_44.gps;32200;51.88356;105.5597417;32200;3.22;11.83;77
_272_ 15.04.2016 9_25_44.gps;32246;51.88347167;105.559565;32246;3.16;11.61;76
_272_ 15.04.2016 9_25_44.gps;32337;51.88338167;105.5593917;32337;3.22;11.77;76
_272_ 15.04.2016 9_25_44.gps;32384;51.88329;105.55922;32384;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;32428;51.88319667;105.5590467;32428;3.22;11.94;78
_272_ 15.04.2016 9_25_44.gps;32475;51.88310333;105.558875;32475;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;32521;51.88301333;105.5587;32521;3.22;11.72;76
_272_ 15.04.2016 9_25_44.gps;32611;51.88292;105.55853;32611;3.22;11.72;76
_272_ 15.04.2016 9_25_44.gps;32659;51.882825;105.5583583;32659;3.22;11.55;74
_272_ 15.04.2016 9_25_44.gps;32704;51.88273167;105.5581867;32704;3.22;10.83;68
_272_ 15.04.2016 9_25_44.gps;32750;51.88263833;105.558015;32750;3.22;11.61;75
_272_ 15.04.2016 9_25_44.gps;32802;51.882545;105.5578433;32802;3.22;11.77;76
_272_ 15.04.2016 9_25_44.gps;32896;51.88245333;105.5576733;32896;3.22;11.11;71
_272_ 15.04.2016 9_25_44.gps;32941;51.88236;105.5575017;32941;3.22;10.94;69
_272_ 15.04.2016 9_25_44.gps;32986;51.88226667;105.5573317;32986;3.22;11.83;77
_272_ 15.04.2016 9_25_44.gps;33033;51.88217;105.5571633;33033;3.22;11.27;72
_272_ 15.04.2016 9_25_44.gps;33083;51.88207333;105.5569933;33083;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;33175;51.88197833;105.556825;33175;3.22;12.05;79
_272_ 15.04.2016 9_25_44.gps;33218;51.88188;105.55666;33218;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;33265;51.88178167;105.556495;33265;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;33312;51.88168167;105.5563317;33312;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;33359;51.88158167;105.5561683;33359;3.22;11.77;76
_272_ 15.04.2016 9_25_44.gps;33454;51.88148;105.5560067;33454;3.16;12;79
_272_ 15.04.2016 9_25_44.gps;33500;51.88137667;105.5558467;33500;3.22;11.61;75
_272_ 15.04.2016 9_25_44.gps;33545;51.881275;105.555685;33545;3.16;11.38;73
_272_ 15.04.2016 9_25_44.gps;33588;51.88117167;105.555525;33588;3.22;11.11;71
_272_ 15.04.2016 9_25_44.gps;33635;51.88106667;105.5553667;33635;3.22;10.72;67
_272_ 15.04.2016 9_25_44.gps;33731;51.88096;105.55521;33731;3.16;11.72;77
_272_ 15.04.2016 9_25_44.gps;33775;51.88085667;105.5550533;33775;3.16;11.66;76
_272_ 15.04.2016 9_25_44.gps;33822;51.88075167;105.5548983;33822;3.16;11.94;79
_272_ 15.04.2016 9_25_44.gps;33868;51.880645;105.554745;33868;3.22;11.77;76
_272_ 15.04.2016 9_25_44.gps;33918;51.88053833;105.5545933;33918;3.22;11.55;74
_272_ 15.04.2016 9_25_44.gps;34010;51.88043167;105.55444;34010;3.22;11.77;76
_272_ 15.04.2016 9_25_44.gps;34058;51.88032667;105.5542867;34058;3.22;11.72;76
_272_ 15.04.2016 9_25_44.gps;34107;51.88022167;105.5541333;34107;3.22;11.66;75
_272_ 15.04.2016 9_25_44.gps;34153;51.880115;105.5539817;34153;3.16;11.72;77
_272_ 15.04.2016 9_25_44.gps;34203;51.88000833;105.55383;34203;3.22;11.66;75
_272_ 15.04.2016 9_25_44.gps;34297;51.87990167;105.55368;34297;3.22;11.61;75
_272_ 15.04.2016 9_25_44.gps;34344;51.87979333;105.5535283;34344;3.27;12.44;82
_272_ 15.04.2016 9_25_44.gps;34392;51.87969;105.5533733;34392;2.94;11.44;76
_272_ 15.04.2016 9_25_44.gps;34439;51.87958667;105.5532183;34439;3.11;11.33;73
_272_ 15.04.2016 9_25_44.gps;34489;51.879485;105.5530617;34489;3.16;11.66;76
_272_ 15.04.2016 9_25_44.gps;34584;51.87938333;105.552905;34584;3.22;11;70
_272_ 15.04.2016 9_25_44.gps;34633;51.87928333;105.552745;34633;3.22;12.27;81
_272_ 15.04.2016 9_25_44.gps;34682;51.87918333;105.5525867;34682;3.22;12.55;83
_272_ 15.04.2016 9_25_44.gps;34729;51.87908333;105.5524267;34729;3.22;13.27;90
_272_ 15.04.2016 9_25_44.gps;34777;51.87898167;105.5522667;34777;3.22;13.33;90
_272_ 15.04.2016 9_25_44.gps;34867;51.87888167;105.5521067;34867;3.22;12.94;87
_272_ 15.04.2016 9_25_44.gps;34913;51.87878167;105.5519483;34913;3.22;12.88;86
_272_ 15.04.2016 9_25_44.gps;34961;51.87868;105.5517917;34961;3.22;12.5;83
_272_ 15.04.2016 9_25_44.gps;35010;51.87858;105.5516367;35010;3.16;12.77;86
_272_ 15.04.2016 9_25_44.gps;35062;51.87847667;105.5514817;35062;3.22;12.88;86
_272_ 15.04.2016 9_25_44.gps;35162;51.878375;105.5513267;35162;3.22;12.83;86
_272_ 15.04.2016 9_25_44.gps;35213;51.87827333;105.5511733;35213;3.22;13.05;88
_272_ 15.04.2016 9_25_44.gps;35258;51.87817167;105.5510183;35258;3.22;13.11;89
_272_ 15.04.2016 9_25_44.gps;35304;51.87807167;105.5508633;35304;3.16;13.38;91
_272_ 15.04.2016 9_25_44.gps;35351;51.87797333;105.5507083;35351;3.16;13.66;94
_272_ 15.04.2016 9_25_44.gps;35441;51.877875;105.5505517;35441;3.22;13.44;91
_272_ 15.04.2016 9_25_44.gps;35490;51.87777667;105.5503967;35490;3.22;13.11;89
_272_ 15.04.2016 9_25_44.gps;35537;51.87767667;105.5502417;35537;3.22;13.16;89
_272_ 15.04.2016 9_25_44.gps;35585;51.87757833;105.5500867;35585;3.11;13.38;92
_272_ 15.04.2016 9_25_44.gps;35631;51.87748;105.5499333;35631;3.05;13.33;92
_272_ 15.04.2016 9_25_44.gps;35728;51.87738167;105.54978;35728;3.22;13.11;89
_272_ 15.04.2016 9_25_44.gps;35775;51.87728333;105.54963;35775;3.22;13.11;89
_272_ 15.04.2016 9_25_44.gps;35820;51.87718333;105.54948;35820;3.22;13.16;89
_272_ 15.04.2016 9_25_44.gps;35868;51.87708167;105.5493333;35868;3.22;13.5;92
_272_ 15.04.2016 9_25_44.gps;35913;51.87698167;105.5491867;35913;3.22;13.27;90
_272_ 15.04.2016 9_25_44.gps;36005;51.87688;105.5490433;36005;3.22;13.55;92
_272_ 15.04.2016 9_25_44.gps;36054;51.87678;105.5488967;36054;3.22;13.11;89
_272_ 15.04.2016 9_25_44.gps;36101;51.87668;105.5487517;36101;3.22;13.05;88
_272_ 15.04.2016 9_25_44.gps;36151;51.87658;105.5486067;36151;3.22;12.94;87
_272_ 15.04.2016 9_25_44.gps;36199;51.87648;105.5484617;36199;3.22;12;79
_272_ 15.04.2016 9_25_44.gps;36291;51.87638167;105.5483167;36291;3.22;13.22;90
_272_ 15.04.2016 9_25_44.gps;36338;51.87628333;105.5481733;36338;3.22;12.88;86
_272_ 15.04.2016 9_25_44.gps;36384;51.876185;105.5480283;36384;3.22;12.94;87
_272_ 15.04.2016 9_25_44.gps;36433;51.876085;105.5478867;36433;3.22;12.27;81
_272_ 15.04.2016 9_25_44.gps;36479;51.875985;105.547745;36479;3.22;12.27;81
_272_ 15.04.2016 9_25_44.gps;36574;51.87588333;105.547605;36574;3.22;13.55;92
_272_ 15.04.2016 9_25_44.gps;36621;51.87578333;105.5474667;36621;3.27;13.11;88
_272_ 15.04.2016 9_25_44.gps;36668;51.87568167;105.54733;36668;3.22;12.16;80
_272_ 15.04.2016 9_25_44.gps;36715;51.87558;105.5471933;36715;3.22;12.05;79
_272_ 15.04.2016 9_25_44.gps;36762;51.87548;105.5470567;36762;3.22;12;79
_272_ 15.04.2016 9_25_44.gps;36859;51.87537833;105.54692;36859;3.22;11.94;78
_272_ 15.04.2016 9_25_44.gps;36905;51.87527833;105.546785;36905;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;36954;51.87517667;105.5466517;36954;3.22;11.88;77
_272_ 15.04.2016 9_25_44.gps;37002;51.87507667;105.5465167;37002;3.22;11.55;74
_272_ 15.04.2016 9_25_44.gps;37052;51.874975;105.5463817;37052;3.22;11.11;71
_272_ 15.04.2016 9_25_44.gps;37148;51.874875;105.546245;37148;3.22;12.5;83
_272_ 15.04.2016 9_25_44.gps;37194;51.874775;105.54611;37194;3.22;12.05;79
_272_ 15.04.2016 9_25_44.gps;37243;51.874675;105.5459733;37243;3.22;12.05;79
_272_ 15.04.2016 9_25_44.gps;37290;51.874575;105.545835;37290;3.22;12.22;81
_272_ 15.04.2016 9_25_44.gps;37338;51.87447667;105.5457;37338;3.22;11.77;76
_272_ 15.04.2016 9_25_44.gps;37432;51.87437833;105.5455633;37432;3.22;11.16;71
_272_ 15.04.2016 9_25_44.gps;37478;51.87427833;105.5454283;37478;3.22;10.61;66
_272_ 15.04.2016 9_25_44.gps;37526;51.87418;105.545295;37526;3.22;10.16;62
_272_ 15.04.2016 9_25_44.gps;37573;51.87408167;105.5451617;37573;3.22;9.94;60
_272_ 15.04.2016 9_25_44.gps;37621;51.87398333;105.5450283;37621;3.27;11.72;76
_272_ 15.04.2016 9_25_44.gps;37712;51.873885;105.5448967;37712;3.22;9.27;54
_272_ 15.04.2016 9_25_44.gps;37760;51.873785;105.544765;37760;3.38;11.44;72
_272_ 15.04.2016 9_25_44.gps;37805;51.87368667;105.5446333;37805;3.22;10.5;65
_272_ 15.04.2016 9_25_44.gps;37852;51.87358667;105.5445017;37852;3.22;10.16;62
_272_ 15.04.2016 9_25_44.gps;37900;51.87348667;105.5443717;37900;3.27;10.27;63
_272_ 15.04.2016 9_25_44.gps;37991;51.87338667;105.54424;37991;3.22;10.77;67
_272_ 15.04.2016 9_25_44.gps;38038;51.87328833;105.54411;38038;3.22;10.38;64
_272_ 15.04.2016 9_25_44.gps;38085;51.87319167;105.5439783;38085;3.5;11.61;72
_272_ 15.04.2016 9_25_44.gps;38132;51.87309167;105.5438483;38132;3.5;12.55;81
_272_ 15.04.2016 9_25_44.gps;38177;51.87299167;105.5437217;38177;3.5;13.27;87
_272_ 15.04.2016 9_25_44.gps;38266;51.87289167;105.543595;38266;3.5;12.83;83
_272_ 15.04.2016 9_25_44.gps;38315;51.87279333;105.5434683;38315;3.38;12.22;79
_272_ 15.04.2016 9_25_44.gps;38362;51.87269333;105.543345;38362;3.38;12.38;81
_272_ 15.04.2016 9_25_44.gps;38409;51.872595;105.5432183;38409;3.22;9.88;59
_272_ 15.04.2016 9_25_44.gps;38453;51.87250167;105.54309;38453;3.22;9.83;59
_272_ 15.04.2016 9_25_44.gps;38548;51.872405;105.5429617;38548;3.44;11.72;74
_272_ 15.04.2016 9_25_44.gps;38595;51.87231;105.54283;38595;3.22;10.05;61
_272_ 15.04.2016 9_25_44.gps;38644;51.872215;105.5426983;38644;3.27;9.66;57
_272_ 15.04.2016 9_25_44.gps;38692;51.87212167;105.5425633;38692;3.38;9.11;51
_272_ 15.04.2016 9_25_44.gps;38737;51.87203167;105.5424267;38737;3.38;9.88;58
_272_ 15.04.2016 9_25_44.gps;38827;51.87194;105.5422883;38827;3.22;11.66;75
_272_ 15.04.2016 9_25_44.gps;38875;51.87185333;105.5421483;38875;3.22;12.22;81
_272_ 15.04.2016 9_25_44.gps;38922;51.87176667;105.5420067;38922;3.22;12.33;81
_272_ 15.04.2016 9_25_44.gps;38969;51.87168;105.541865;38969;3.22;12.55;83
_272_ 15.04.2016 9_25_44.gps;39017;51.871595;105.541725;39017;3.27;11.61;75
_272_ 15.04.2016 9_25_44.gps;39111;51.87151167;105.5415833;39111;3.22;12;79
_272_ 15.04.2016 9_25_44.gps;39156;51.87142667;105.54144;39156;3.38;12.38;81
_272_ 15.04.2016 9_25_44.gps;39203;51.87134333;105.541295;39203;3.38;12.55;82
_272_ 15.04.2016 9_25_44.gps;39252;51.87126167;105.5411517;39252;3.38;12.77;84
_272_ 15.04.2016 9_25_44.gps;39300;51.87118;105.5410067;39300;3.5;12.44;80
_272_ 15.04.2016 9_25_44.gps;39388;51.87109833;105.5408617;39388;3.27;12.27;81
_272_ 15.04.2016 9_25_44.gps;39436;51.87101667;105.5407133;39436;3.38;12.61;83
_272_ 15.04.2016 9_25_44.gps;39485;51.87093667;105.540565;39485;3.22;12;79
_272_ 15.04.2016 9_25_44.gps;39530;51.870855;105.5404167;39530;3.22;12.11;80
_272_ 15.04.2016 9_25_44.gps;39580;51.870775;105.54027;39580;3.16;9.94;61
_272_ 15.04.2016 9_25_44.gps;39673;51.87069667;105.540125;39673;2.61;8.72;54
_272_ 15.04.2016 9_25_44.gps;39720;51.87061833;105.539985;39720;2.55;9.5;62
_272_ 15.04.2016 9_25_44.gps;39769;51.870545;105.539855;39769;2.33;9.72;66
_272_ 15.04.2016 9_25_44.gps;39816;51.87047833;105.5397333;39816;2.55;9.55;63
_272_ 15.04.2016 9_25_44.gps;39861;51.87041833;105.5396233;39861;2.38;9.77;66
_273_ 15.04.2016 9_59_13.gps;46;51.86632333;105.4946817;46;2.66;7.88;46
_273_ 15.04.2016 9_59_13.gps;98;51.86630833;105.4944817;98;2.66;7.61;44
_273_ 15.04.2016 9_59_13.gps;185;51.86629333;105.4942817;185;2.72;8.22;49
_273_ 15.04.2016 9_59_13.gps;230;51.86627667;105.49408;230;2.77;8;47
_273_ 15.04.2016 9_59_13.gps;275;51.86626;105.4938783;275;2.61;7.88;47
_273_ 15.04.2016 9_59_13.gps;318;51.86624333;105.4936767;318;2.72;8.22;49
_273_ 15.04.2016 9_59_13.gps;372;51.86622667;105.493475;372;2.88;7.72;43
_273_ 15.04.2016 9_59_13.gps;458;51.86620833;105.493275;458;2.66;8.77;54
_273_ 15.04.2016 9_59_13.gps;502;51.86618833;105.4930733;502;2.77;8.27;49
_273_ 15.04.2016 9_59_13.gps;546;51.86616833;105.4928733;546;2.94;8.11;46
_273_ 15.04.2016 9_59_13.gps;589;51.86614667;105.4926717;589;2.94;8.33;48
_273_ 15.04.2016 9_59_13.gps;636;51.86612333;105.4924717;636;3;9.22;55
_273_ 15.04.2016 9_59_13.gps;726;51.8661;105.49227;726;2.55;11.05;76
_273_ 15.04.2016 9_59_13.gps;772;51.86607667;105.4920683;772;2.72;10.77;72
_273_ 15.04.2016 9_59_13.gps;817;51.86605;105.4918683;817;2.5;9;58
_273_ 15.04.2016 9_59_13.gps;865;51.86602667;105.4916683;865;2.61;8.72;54
_273_ 15.04.2016 9_59_13.gps;918;51.86600167;105.4914683;918;2.66;10.44;70
_273_ 15.04.2016 9_59_13.gps;1006;51.86597167;105.4912683;1006;2.61;9.38;60
_273_ 15.04.2016 9_59_13.gps;1053;51.86593833;105.49107;1053;2.94;10.77;70
_273_ 15.04.2016 9_59_13.gps;1100;51.865905;105.4908717;1100;2.77;10.77;72
_273_ 15.04.2016 9_59_13.gps;1147;51.86587;105.4906733;1147;2.72;10.05;65
_273_ 15.04.2016 9_59_13.gps;1202;51.865835;105.490475;1202;2.94;10.16;64
_273_ 15.04.2016 9_59_13.gps;1287;51.8658;105.4902767;1287;2.77;10;65
_273_ 15.04.2016 9_59_13.gps;1334;51.86576333;105.49008;1334;3;10.16;64
_273_ 15.04.2016 9_59_13.gps;1379;51.865725;105.4898833;1379;2.61;10.22;68
_273_ 15.04.2016 9_59_13.gps;1427;51.86568667;105.489685;1427;2.66;10.55;71
_273_ 15.04.2016 9_59_13.gps;1482;51.86564667;105.4894883;1482;2.94;10.44;67
_273_ 15.04.2016 9_59_13.gps;1568;51.86560667;105.4892933;1568;2.55;9.66;63
_273_ 15.04.2016 9_59_13.gps;1615;51.865565;105.4890967;1615;2.55;10.44;71
_273_ 15.04.2016 9_59_13.gps;1660;51.86552333;105.4889017;1660;2.72;10.61;71
_273_ 15.04.2016 9_59_13.gps;1707;51.86548167;105.4887067;1707;2.55;10.77;73
_273_ 15.04.2016 9_59_13.gps;1760;51.86544;105.48851;1760;2.61;11.05;75
_273_ 15.04.2016 9_59_13.gps;1846;51.86539667;105.488315;1846;2.61;9.27;59
_273_ 15.04.2016 9_59_13.gps;1892;51.86535333;105.4881183;1892;2.94;8.66;51
_273_ 15.04.2016 9_59_13.gps;1934;51.86531167;105.4879233;1934;3.05;9.22;55
_273_ 15.04.2016 9_59_13.gps;1977;51.86526833;105.4877267;1977;2.83;9.55;60
_273_ 15.04.2016 9_59_13.gps;2023;51.86522667;105.48753;2023;2.88;9.44;59
_273_ 15.04.2016 9_59_13.gps;2111;51.865185;105.4873333;2111;3.05;9.33;56
_273_ 15.04.2016 9_59_13.gps;2158;51.86514167;105.487135;2158;3.11;9;53
_273_ 15.04.2016 9_59_13.gps;2204;51.86509833;105.4869383;2204;2.77;8.44;51
_273_ 15.04.2016 9_59_13.gps;2249;51.865055;105.4867417;2249;2.83;8.88;54
_273_ 15.04.2016 9_59_13.gps;2305;51.86501167;105.486545;2305;2.72;8.72;54
_273_ 15.04.2016 9_59_13.gps;2393;51.864965;105.4863483;2393;2.66;7.83;46
_273_ 15.04.2016 9_59_13.gps;2438;51.86492;105.4861517;2438;2.66;7.83;46
_273_ 15.04.2016 9_59_13.gps;2484;51.864875;105.4859533;2484;2.61;9.11;58
_273_ 15.04.2016 9_59_13.gps;2531;51.86483;105.4857567;2531;2.83;9.55;60
_273_ 15.04.2016 9_59_13.gps;2583;51.864785;105.48556;2583;3.11;9.61;58
_273_ 15.04.2016 9_59_13.gps;2668;51.86473833;105.4853617;2668;2.77;10.22;67
_273_ 15.04.2016 9_59_13.gps;2714;51.86469167;105.485165;2714;2.44;10.72;74
_273_ 15.04.2016 9_59_13.gps;2758;51.864645;105.4849683;2758;2.44;10;68
_273_ 15.04.2016 9_59_13.gps;2803;51.86459833;105.4847717;2803;2.61;9.61;63
_273_ 15.04.2016 9_59_13.gps;2858;51.86455333;105.4845767;2858;2.5;7.55;45
_273_ 15.04.2016 9_59_13.gps;2947;51.86451;105.4843817;2947;2.44;7.22;43
_273_ 15.04.2016 9_59_13.gps;2990;51.864465;105.484185;2990;2.55;7.66;45
_273_ 15.04.2016 9_59_13.gps;3037;51.86442333;105.4839883;3037;2.66;7.72;45
_273_ 15.04.2016 9_59_13.gps;3081;51.86437833;105.4837917;3081;2.77;8.22;49
_273_ 15.04.2016 9_59_13.gps;3135;51.864335;105.483595;3135;2.55;7.22;42
_273_ 15.04.2016 9_59_13.gps;3221;51.86429333;105.4833967;3221;2.61;9.61;63
_273_ 15.04.2016 9_59_13.gps;3268;51.86425;105.4831967;3268;2.66;9.55;62
_273_ 15.04.2016 9_59_13.gps;3314;51.86420667;105.482995;3314;2.72;9.88;64
_273_ 15.04.2016 9_59_13.gps;3359;51.86416333;105.482795;3359;2.66;9.66;63
_273_ 15.04.2016 9_59_13.gps;3404;51.86412;105.482595;3404;2.72;10;65
_273_ 15.04.2016 9_59_13.gps;3489;51.86408;105.4823933;3489;2.55;9.72;64
_273_ 15.04.2016 9_59_13.gps;3533;51.86403833;105.4821933;3533;2.44;9.33;62
_273_ 15.04.2016 9_59_13.gps;3580;51.86399667;105.481995;3580;2.44;9.66;64
_273_ 15.04.2016 9_59_13.gps;3624;51.86395333;105.4817967;3624;2.44;9.61;64
_273_ 15.04.2016 9_59_13.gps;3678;51.86391167;105.4815983;3678;2.55;10.44;71
_273_ 15.04.2016 9_59_13.gps;3761;51.86386833;105.4814;3761;2.5;10;67
_273_ 15.04.2016 9_59_13.gps;3805;51.86382667;105.4812;3805;2.61;10.38;69
_273_ 15.04.2016 9_59_13.gps;3850;51.86378333;105.4810033;3850;2.44;10.27;70
_273_ 15.04.2016 9_59_13.gps;3894;51.86374;105.4808083;3894;2.44;10.27;70
_273_ 15.04.2016 9_59_13.gps;3941;51.86369667;105.48061;3941;2.55;9.05;58
_273_ 15.04.2016 9_59_13.gps;4028;51.86365167;105.4804117;4028;2.38;9.66;65
_273_ 15.04.2016 9_59_13.gps;4070;51.86360833;105.480215;4070;2.38;9.55;64
_273_ 15.04.2016 9_59_13.gps;4114;51.863565;105.48002;4114;2.38;9.83;67
_273_ 15.04.2016 9_59_13.gps;4158;51.86352167;105.4798267;4158;2.33;9.77;66
_273_ 15.04.2016 9_59_13.gps;4208;51.86347833;105.4796367;4208;2.5;9.88;66
_273_ 15.04.2016 9_59_13.gps;4292;51.86343667;105.4794433;4292;2.66;10;66
_273_ 15.04.2016 9_59_13.gps;4335;51.86339167;105.4792517;4335;2.55;9.11;59
_273_ 15.04.2016 9_59_13.gps;4378;51.86334667;105.4790617;4378;2.38;7.61;47
_273_ 15.04.2016 9_59_13.gps;4423;51.86330167;105.47887;4423;2.44;9.38;62
_273_ 15.04.2016 9_59_13.gps;4472;51.86326;105.4786767;4472;2.61;9.16;58
_273_ 15.04.2016 9_59_13.gps;4555;51.86321667;105.478485;4555;2.38;6.88;40
_273_ 15.04.2016 9_59_13.gps;4597;51.863175;105.4782917;4597;2.5;7.66;46
_273_ 15.04.2016 9_59_13.gps;4639;51.86313167;105.4781;4639;2.55;7.5;44
_273_ 15.04.2016 9_59_13.gps;4683;51.86308833;105.4779083;4683;2.55;7.61;45
_273_ 15.04.2016 9_59_13.gps;4733;51.863045;105.4777167;4733;2.44;7.22;43
_273_ 15.04.2016 9_59_13.gps;4816;51.863;105.4775233;4816;2.72;7.61;44
